Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-05-06,Affiliates,2617,2534,16,4932.84
2025-10-09,Organic Search,2608,2471,7,3404.0127380000004
2025-05-17,Organic Social,2607,2503,19,10864.91
2025-03-15,Organic Social,2601,2524,5,3850.4199999999996
2025-11-06,Organic Search,2601,2297,11,6634.251332
2025-05-08,Organic Social,2597,2487,13,7497.75
2025-11-04,Organic Search,2589,2309,6,1965.1
2025-03-13,Unassigned,2585,2420,8,5970.16
2025-01-09,Organic Search,2578,2054,10,6224.974351999999
2025-03-31,Unassigned,2576,2355,9,4982.44
2025-02-22,Organic Social,2574,2548,7,4098.619999999999
2025-02-11,Affiliates,2563,2502,7,2648.23
2025-10-15,Organic Social,2561,2515,2,1107.0
2025-08-29,Organic Social,2559,2492,8,3831.9
2025-09-20,Cross-network,2557,2503,4,2231.5
2025-05-07,Organic Social,2556,2454,11,6137.049999999999
2025-02-10,Unassigned,2555,2399,27,16186.85
2025-03-28,Unassigned,2547,2363,23,11491.330000000004
2025-07-23,Unassigned,2544,2253,15,9402.94
2025-09-24,Paid Other,2544,1615,0,0.0
2025-08-31,Unassigned,2540,2336,57,39243.58728600001
2025-04-15,Organic Social,2534,2461,2,1285.4
2025-09-23,Direct,2530,2322,13,7363.799999999999
2025-11-09,Paid Other,2530,1625,0,0.0
2025-06-17,Paid Other,2523,1915,0,0.0
2025-01-16,Organic Search,2521,2153,11,6175.150000000001
2025-01-29,Organic Shopping,2520,2471,15,8315.220000000001
2025-06-09,Unassigned,2519,2134,120,64646.81
2025-06-08,Unassigned,2518,2196,103,51826.21000000001
2025-09-16,Direct,2515,2295,16,10508.120321
2025-02-11,Unassigned,2514,2350,27,14772.48
2025-05-01,Organic Social,2502,2416,23,9799.65
2025-02-23,Unassigned,2499,2336,19,12029.68
2025-09-06,Direct,2498,2281,16,20289.8
2025-09-25,Paid Other,2496,1412,0,0.0
2025-01-23,Unassigned,2491,2238,34,19091.69
2025-01-01,Referral,2486,2245,10,5908.599999999999
2025-08-20,Unassigned,2460,2145,125,114017.02517299997
2025-11-08,Paid Other,2452,1489,1,69.0
2025-08-19,Unassigned,2450,2143,68,61284.66
2025-05-03,Organic Social,2449,2387,15,8021.55
2025-02-24,Unassigned,2446,2269,23,11363.230000000001
2025-11-14,Paid Other,2445,1488,0,0.0
2025-01-19,Organic Search,2439,2123,22,24491.86
2025-11-08,Organic Search,2439,2212,21,15642.8
2025-01-03,Organic Shopping,2425,2280,7,4096.6
2025-01-05,Referral,2425,2199,11,7594.9
2025-05-30,Unassigned,2419,1986,18,8511.720000000001
2025-05-16,Organic Social,2417,2316,8,4880.09
2025-08-27,Unassigned,2417,2116,67,36949.28562400001
2025-04-22,Organic Social,2415,2350,9,5337.68
2025-01-10,Organic Search,2406,1866,6,3906.4500000000003
2025-09-13,Direct,2405,2224,15,6378.35
2025-01-06,Cross-network,2401,2047,8,4658.85
2025-05-24,Direct,2401,2141,43,23730.690000000006
2025-11-07,Organic Search,2398,2158,16,13048.080983
2025-09-02,Unassigned,2396,2155,79,51268.03057100001
2025-01-11,Organic Search,2385,1900,10,8994.910987
2025-04-16,Organic Social,2383,2344,3,1286.88
2025-05-02,Organic Social,2377,2297,21,8645.2
2025-11-10,Affiliates,2365,2329,4,2541.263033
2025-10-31,Direct,2364,2184,14,8978.838706
2025-05-15,Organic Social,2350,2255,14,6078.739999999999
2025-09-18,Unassigned,2348,2220,13,6038.448889
2025-08-16,Paid Other,2331,1873,0,0.0
2025-03-02,Organic Social,2326,2269,3,1022.8199999999999
2025-11-17,Unassigned,2316,2149,42,27026.900000000005
2025-07-30,Unassigned,2308,2028,30,11787.78
2025-05-27,Unassigned,2296,1948,133,76738.81999999999
2025-04-18,Organic Social,2294,2222,3,1038.57
2025-01-07,Cross-network,2290,1877,12,9063.599999999999
2025-01-02,Organic Social,2289,2131,4,2117.82
2025-05-14,Organic Social,2289,2187,11,6606.849999999999
2025-01-10,Paid Social,2288,2220,0,0.0
2025-01-11,Paid Social,2287,2217,0,0.0
2025-03-01,Organic Social,2279,2216,1,659.25
2025-01-26,Unassigned,2278,2126,25,14305.6
2025-03-27,Unassigned,2277,2011,34,18676.069999999996
2025-11-08,Unassigned,2276,2155,16,9125.05
2025-01-01,Organic Shopping,2272,2086,8,7279.057782999999
2025-05-13,Organic Social,2269,2190,9,3848.6599999999994
2025-08-18,Paid Other,2260,1781,1,959.2
2025-01-20,Organic Search,2253,1943,17,10310.050000000001
2025-11-03,Organic Search,2253,2028,11,7024.400000000001
2025-09-07,Direct,2250,2077,21,16958.337883
2025-02-09,Unassigned,2239,2103,24,16549.219999999998
2025-05-22,Unassigned,2239,1914,53,30331.61
2025-01-24,Unassigned,2238,2042,28,15507.220000000001
2025-04-29,Organic Social,2235,2168,15,6161.66
2025-01-17,Organic Search,2234,1924,9,9908.52
2025-04-30,Organic Social,2232,2179,9,4758.49
2025-11-01,Unassigned,2230,2047,20,12054.349999999999
2025-09-03,Cross-network,2228,2105,10,3601.2000000000003
2025-11-09,Organic Social,2227,2196,7,4827.0
2025-09-22,Paid Other,2226,928,0,0.0
2025-02-25,Organic Social,2224,2192,2,1511.87
2025-01-01,Affiliates,2223,2118,3,2177.2
2025-04-27,Unassigned,2222,2103,54,18821.339999999997
2025-11-14,Affiliates,2200,2146,8,1687.25
2025-08-30,Unassigned,2192,1979,63,29848.718592000005
2025-09-15,Cross-network,2177,2104,4,1904.0
2025-10-26,Organic Social,2171,2138,3,2494.6
2025-04-20,Organic Social,2168,2113,4,2028.54
2025-09-21,Cross-network,2166,2105,2,585.0
2025-05-21,Unassigned,2163,1818,64,38571.289999999986
2025-05-23,Unassigned,2160,1845,52,25354.720000000005
2025-05-24,Unassigned,2156,1876,81,46432.950000000004
2025-01-25,Unassigned,2154,1958,30,16016.120000000003
2025-03-05,Organic Social,2149,2101,3,1056.1100000000001
2025-01-18,Organic Search,2146,1866,14,9709.269999999999
2025-02-28,Organic Social,2141,2077,4,2011.15
2025-07-15,Unassigned,2138,1838,28,12899.880000000003
2025-05-25,Unassigned,2124,1862,88,49790.660000000025
2025-05-31,Unassigned,2124,1724,19,12322.81
2025-09-12,Direct,2109,1924,14,7068.140926
2025-06-05,Unassigned,2106,1782,87,32783.21999999999
2025-01-27,Paid Search,2095,1756,30,18893.320000000003
2025-09-01,Cross-network,2093,1954,24,17402.65
2025-06-07,Paid Other,2074,1719,0,0.0
2025-01-02,Referral,2069,1785,15,5391.448331
2025-09-02,Cross-network,2069,1952,15,9924.25
2025-01-21,Direct,2065,1698,37,35071.49999999999
2025-03-29,Unassigned,2063,1883,15,12215.47
2025-11-13,Cross-network,2060,1998,43,25068.550000000003
2025-09-24,Cross-network,2055,2007,5,3104.0
2025-08-04,Unassigned,2053,1843,34,11788.550000000001
2025-04-13,Organic Social,2046,1974,11,8983.59
2025-03-04,Organic Social,2044,2001,5,2958.75
2025-08-21,Unassigned,2043,1791,111,92676.96
2025-05-20,Unassigned,2042,1753,52,29349.500000000004
2025-01-19,Cross-network,2041,1765,12,8182.060000000001
2025-05-02,Unassigned,2041,1825,36,16919.440000000002
2025-01-22,Unassigned,2039,1830,24,16384.04
2025-01-22,Direct,2028,1657,36,26811.250000000007
2025-05-25,Direct,2028,1799,50,26046.690000000002
2025-01-04,Referral,2027,1774,3,1052.1
2025-05-12,Organic Social,2024,1945,14,8883.42
2025-09-11,Direct,2022,1839,14,8290.15
2025-01-26,Paid Search,2018,1693,31,24434.45
2025-04-27,Organic Social,2012,1936,19,13148.360000000002
2025-01-22,Paid Search,2008,1710,25,12075.6
2025-10-12,Organic Social,2008,1983,5,2261.7
2025-04-16,Unassigned,1996,1764,23,14509.82
2025-03-08,Unassigned,1995,1854,25,20444.27
2025-07-04,Unassigned,1993,1754,26,15554.509999999998
2025-01-23,Paid Search,1990,1693,30,19076.79
2025-01-08,Cross-network,1985,1595,10,7302.05
2025-04-22,Affiliates,1984,1924,9,3008.34
2025-02-10,Paid Search,1983,1639,37,20609.06
2025-01-15,Email,1980,1723,12,3938.16
2025-06-29,Cross-network,1977,1867,10,4932.78
2025-07-03,Unassigned,1977,1668,26,18397.86
2025-09-18,Cross-network,1976,1930,2,182.0
2025-01-09,Paid Social,1975,1919,0,0.0
2025-01-03,Organic Social,1970,1881,6,3731.4
2025-04-28,Organic Social,1966,1894,13,5742.070000000001
2025-01-12,Cross-network,1962,1634,5,3122.9
2025-09-17,Paid Other,1961,911,0,0.0
2025-09-20,Paid Other,1961,937,0,0.0
2025-01-03,Paid Social,1960,1902,0,0.0
2025-10-09,Organic Social,1959,1938,3,1947.0
2025-05-23,Direct,1958,1712,55,29393.4
2025-11-09,Unassigned,1955,1818,7,4756.4
2025-04-11,Affiliates,1953,1878,5,3065.2799999999997
2025-09-04,Organic Social,1950,1889,3,2232.2
2025-09-09,Direct,1950,1778,11,3080.7499999999995
2025-09-20,Affiliates,1947,1936,1,1019.15
2025-09-15,Organic Search,1946,1669,12,6994.629177999999
2025-01-12,Paid Social,1943,1867,1,914.0
2025-09-16,Organic Search,1942,1695,12,6331.093847
2025-03-19,Unassigned,1937,1748,22,14082.949999999999
2025-02-24,Affiliates,1934,1887,7,7074.0599999999995
2025-03-06,Paid Search,1933,1650,23,22580.03
2025-08-05,Unassigned,1933,1736,19,11854.35
2025-03-09,Unassigned,1930,1804,19,14922.869999999999
2025-02-05,Paid Search,1926,1656,38,31489.16
2025-10-27,Organic Search,1919,1685,15,8386.720965
2025-01-21,Paid Search,1918,1622,31,18487.26
2025-05-12,Paid Search,1916,1535,24,16779.81
2025-04-15,Organic Search,1911,1679,13,10360.630000000001
2025-07-05,Unassigned,1902,1579,13,6792.65
2025-10-28,Organic Search,1899,1693,11,4576.974695999999
2025-01-23,Direct,1889,1560,38,21614.290000000005
2025-10-17,Organic Social,1888,1859,7,2819.552029
2025-08-17,Paid Other,1887,1478,0,0.0
2025-10-16,Organic Social,1887,1853,5,1983.3000000000002
2025-08-12,Unassigned,1885,1709,50,24090.659999999996
2025-01-13,Cross-network,1881,1570,7,4675.85
2025-07-11,Unassigned,1881,1647,20,8378.500000000002
2025-10-19,Organic Social,1881,1850,3,1088.35
2025-07-10,Unassigned,1879,1618,34,16787.399999999998
2025-10-29,Organic Search,1877,1660,9,7873.599999999999
2025-04-21,Organic Social,1876,1832,5,2908.7100000000005
2025-01-19,Paid Social,1875,1728,2,1123.26
2025-01-16,Cross-network,1874,1676,12,8561.7
2025-09-10,Direct,1874,1675,17,12051.34101
2025-10-31,Organic Social,1874,1855,5,2242.2
2025-02-06,Paid Search,1868,1588,46,27457.010000000002
2025-04-25,Organic Social,1868,1789,10,7857.77
2025-01-18,Cross-network,1867,1577,13,8596.5
2025-03-03,Organic Social,1867,1826,4,2245.18
2025-09-01,Organic Search,1866,1633,54,25919.603667000003
2025-09-18,Paid Other,1865,883,0,0.0
2025-01-03,Referral,1860,1641,3,2690.0000000000005
2025-07-08,Unassigned,1858,1580,32,19788.879999999997
2025-07-31,Unassigned,1855,1597,21,10272.360000000002
2025-10-22,Organic Social,1855,1833,5,3929.3
2025-01-14,Cross-network,1851,1540,12,8450.55
2025-09-21,Affiliates,1849,1834,3,1085.45
2025-11-15,Cross-network,1848,1752,10,6997.15
2025-02-07,Unassigned,1843,1652,22,12542.44
2025-01-17,Cross-network,1840,1587,18,13878.02
2025-09-17,Organic Search,1838,1601,13,6732.599999999999
2025-01-24,Paid Search,1833,1551,36,19028.42
2025-05-26,Cross-network,1833,1659,35,23657.210000000006
2025-02-26,Organic Social,1832,1799,6,3657.9100000000003
2025-04-14,Unassigned,1831,1678,29,16790.32
2025-05-27,Organic Search,1828,1550,42,26364.3
2025-04-04,Unassigned,1825,1677,20,16286.979999999998
2025-05-26,Direct,1824,1598,82,41568.79000000001
2025-09-19,Paid Other,1824,870,0,0.0
2025-10-06,Organic Search,1823,1680,12,7172.707160999999
2025-10-14,Organic Social,1822,1788,11,6908.549999999999
2025-04-19,Organic Social,1821,1769,3,2304.12
2025-02-04,Paid Search,1819,1536,31,26215.499999999996
2025-09-21,Paid Other,1818,905,0,0.0
2025-11-19,Affiliates,1813,1775,6,3859.4
2025-04-14,Organic Social,1811,1775,7,4016.629999999999
2025-06-06,Paid Other,1811,1584,1,762.14
2025-10-27,Organic Social,1810,1792,3,1467.15
2025-01-06,Referral,1809,1602,8,5242.35
2025-01-15,Cross-network,1809,1532,8,5683.98
2025-02-02,Paid Search,1806,1528,34,20489.02
2025-02-03,Unassigned,1806,1627,32,20549.170000000002
2025-03-04,Paid Search,1805,1526,35,27662.710000000006
2025-09-12,Organic Search,1804,1547,6,2442.1
2025-01-28,Paid Search,1798,1509,40,22097.499999999996
2025-11-15,Affiliates,1798,1743,7,3140.2
2025-10-21,Organic Social,1793,1768,1,399.0
2025-03-30,Unassigned,1789,1659,23,12853.990000000003
2025-02-01,Paid Search,1788,1532,26,16806.320000000003
2025-01-20,Cross-network,1787,1537,11,10538.7
2025-01-27,Direct,1787,1492,35,16840.690000000002
2025-11-10,Unassigned,1786,1700,16,7870.249999999999
2025-04-01,Organic Social,1783,1756,3,270.13
2025-09-23,Paid Other,1783,909,0,0.0
2025-10-21,Organic Search,1781,1583,11,6220.898520999999
2025-10-10,Cross-network,1779,1720,8,5197.05
2025-01-17,Email,1777,1504,12,9449.51
2025-01-28,Direct,1777,1522,28,22186.070000000003
2025-05-06,Organic Search,1777,1479,17,9767.320000000002
2025-09-02,Organic Search,1774,1544,38,19636.239147999997
2025-05-23,Affiliates,1773,1724,15,5576.659999999999
2025-05-06,Unassigned,1772,1493,36,24300.670000000006
2025-10-30,Unassigned,1772,1624,14,13455.05
2025-01-07,Paid Shopping,1771,1627,4,4022.0
2025-10-30,Organic Search,1765,1567,15,8082.55
2025-05-09,Cross-network,1764,1593,18,10361.02
2025-05-26,Organic Search,1763,1522,79,47197.26000000001
2025-11-02,Organic Search,1763,1604,16,12945.591993
2025-01-29,Paid Search,1762,1476,31,21565.82
2025-02-03,Paid Search,1762,1481,30,17904.720000000005
2025-10-13,Organic Social,1762,1749,2,354.2
2025-01-31,Paid Search,1761,1499,24,14342.839999999998
2025-10-06,Cross-network,1761,1687,2,1408.0
2025-10-11,Organic Social,1761,1740,2,758.1
2025-10-18,Organic Social,1757,1725,5,3560.7
2025-01-27,Unassigned,1756,1583,23,9597.830000000002
2025-05-22,Direct,1756,1529,34,18394.140000000003
2025-04-12,Organic Social,1753,1717,3,1596.74
2025-10-14,Organic Search,1752,1534,19,9532.813177
2025-10-24,Organic Social,1748,1726,7,5832.2
2025-01-25,Paid Search,1747,1467,34,20613.74
2025-01-04,Organic Shopping,1744,1596,4,2694.0
2025-09-04,Unassigned,1743,1579,18,11738.671107999999
2025-01-11,Cross-network,1739,1425,7,5093.099999999999
2025-04-14,Organic Search,1739,1527,5,2083.58
2025-05-05,Organic Search,1739,1488,27,15860.57
2025-05-09,Unassigned,1737,1437,47,26968.429999999993
2025-04-22,Organic Search,1735,1496,11,4950.750000000001
2025-08-03,Unassigned,1735,1560,15,6193.76
2025-04-05,Affiliates,1725,1658,11,6113.73
2025-07-13,Unassigned,1722,1484,14,8724.400000000001
2025-03-24,Organic Search,1721,1494,21,9355.59
2025-05-01,Direct,1721,1540,35,23736.770000000004
2025-03-17,Organic Search,1720,1462,13,6205.3099999999995
2025-01-24,Direct,1719,1424,27,15966.019999999999
2025-06-15,Organic Social,1719,1680,2,634.0
2025-05-06,Direct,1710,1517,21,7824.699999999999
2025-08-09,Unassigned,1710,1509,25,10370.430000000002
2025-11-16,Paid Search,1708,1566,41,25619.300000000003
2025-05-09,Direct,1706,1529,23,15256.060000000001
2025-02-06,Unassigned,1704,1507,15,8112.409999999999
2025-03-05,Paid Search,1698,1439,31,18932.44
2025-05-05,Direct,1697,1450,45,20637.950000000008
2025-10-07,Cross-network,1697,1626,6,2231.0
2025-05-10,Cross-network,1696,1524,18,10017.46
2025-08-27,Organic Social,1696,1664,2,758.2
2025-04-08,Organic Search,1694,1455,20,14697.490000000002
2025-01-19,Organic Shopping,1693,1606,16,7673.300000000001
2025-01-30,Paid Search,1693,1422,31,23528.25
2025-03-05,Organic Search,1689,1410,13,11410.710000000001
2025-04-23,Affiliates,1689,1637,2,647.6600000000001
2025-10-27,Unassigned,1688,1552,18,14419.390013
2025-02-25,Affiliates,1687,1660,2,1094.3
2025-04-21,Organic Search,1687,1470,8,5303.9
2025-10-10,Organic Social,1687,1654,6,2694.5
2025-02-17,Paid Search,1686,1402,44,31911.120000000006
2025-04-23,Organic Social,1685,1629,11,7096.599999999999
2025-07-29,Cross-network,1685,1605,8,4881.95
2025-08-29,Organic Search,1685,1449,24,16546.980834
2025-01-13,Paid Social,1684,1629,0,0.0
2025-01-07,Affiliates,1683,1626,3,1920.254463
2025-10-20,Organic Social,1681,1658,2,800.1670409999999
2025-04-09,Organic Search,1680,1445,12,8131.66
2025-11-02,Cross-network,1680,1614,6,5445.55
2025-03-04,Organic Search,1678,1411,19,10145.650000000001
2025-10-13,Organic Search,1678,1511,15,11749.87976
2025-08-17,Cross-network,1676,1570,14,8185.120000000001
2025-10-26,Organic Search,1676,1506,19,10354.725760000001
2025-01-29,Direct,1675,1445,25,18911.629999999997
2025-02-12,Paid Search,1675,1434,26,17481.86
2025-03-31,Organic Search,1674,1440,13,9375.14
2025-11-19,Cross-network,1674,1610,10,7200.1
2025-09-30,Unassigned,1673,1546,38,16289.139486999997
2025-03-08,Paid Search,1672,1447,15,10452.64
2025-10-04,Unassigned,1672,1621,8,3581.7999999999997
2025-03-23,Unassigned,1671,1534,53,26241.869999999995
2025-08-19,Cross-network,1670,1593,19,10703.16
2025-02-11,Paid Search,1667,1424,32,24064.170000000002
2025-04-29,Organic Search,1665,1421,13,5864.01
2025-06-19,Organic Social,1665,1619,6,3257.3799999999997
2025-11-15,Paid Search,1665,1514,26,20869.199999999997
2025-04-24,Organic Social,1662,1612,8,3949.02
2025-09-06,Cross-network,1662,1568,5,3606.7
2025-03-07,Paid Search,1660,1459,27,16331.25
2025-08-31,Organic Search,1657,1412,44,21344.041782
2025-09-29,Organic Search,1649,1440,12,11553.20577
2025-03-20,Unassigned,1648,1459,17,11670.360000000004
2025-05-12,Organic Search,1646,1416,15,7566.650000000001
2025-10-22,Organic Search,1646,1494,8,4246.828328
2025-03-25,Organic Search,1644,1401,15,12174.09
2025-03-26,Unassigned,1641,1435,19,11357.71
2025-05-23,Cross-network,1638,1479,24,14946.289999999999
2025-10-22,Unassigned,1638,1513,13,7756.6310379999995
2025-10-15,Organic Search,1636,1467,7,8054.856589
2025-10-30,Organic Social,1636,1623,2,798.0
2025-04-01,Cross-network,1635,1523,6,4967.380000000001
2025-09-30,Organic Search,1632,1455,8,5578.48067
2025-04-23,Organic Search,1631,1415,10,3923.9
2025-07-30,Cross-network,1630,1547,2,1768.1100000000001
2025-04-07,Organic Search,1629,1425,5,3087.6600000000003
2025-05-01,Organic Search,1628,1387,17,12206.970000000001
2025-04-26,Organic Social,1627,1590,5,3084.3100000000004
2025-05-07,Organic Search,1627,1375,16,9853.519999999999
2025-08-21,Cross-network,1627,1538,18,10644.46
2025-01-13,Referral,1625,1496,5,3828.25
2025-04-28,Organic Search,1623,1398,27,11380.820000000002
2025-11-07,Unassigned,1623,1496,14,4243.45
2025-08-27,Organic Search,1622,1389,21,11042.243308999998
2025-09-29,Unassigned,1622,1497,16,9543.562558
2025-10-20,Organic Search,1621,1451,8,2154.9776220000003
2025-04-30,Direct,1618,1452,27,16291.490000000002
2025-06-18,Organic Social,1618,1564,5,1578.83
2025-10-16,Organic Search,1618,1394,13,6930.912020000001
2025-09-25,Organic Search,1617,1423,9,7804.349999999999
2025-03-23,Organic Search,1616,1416,31,15887.07
2025-03-06,Organic Search,1614,1394,11,11212.12
2025-04-11,Organic Social,1614,1573,3,1760.4499999999998
2025-05-28,Unassigned,1614,1345,46,29282.089999999997
2025-09-03,Organic Search,1614,1398,28,17219.124143
2025-01-26,Direct,1613,1357,37,22427.460000000006
2025-02-04,Unassigned,1612,1398,24,14344.69
2025-02-13,Paid Search,1611,1353,28,14286.060000000001
2025-11-13,SMS,1611,1385,68,43854.943974
2025-02-09,Paid Search,1610,1367,43,23074.309999999998
2025-04-01,Organic Search,1610,1400,9,4503.1
2025-08-18,Cross-network,1610,1525,17,9255.8
2025-06-16,Organic Social,1609,1553,6,1761.02
2025-01-14,Paid Social,1608,1547,0,0.0
2025-04-02,Organic Search,1608,1381,10,4500.039999999999
2025-05-03,Cross-network,1608,1423,22,15513.150000000001
2025-05-10,Direct,1607,1411,27,15507.55
2025-03-24,Unassigned,1606,1436,35,16515.379999999997
2025-04-30,Organic Search,1606,1369,21,13158.750000000002
2025-03-19,Organic Search,1605,1360,20,15114.479999999998
2025-07-29,Organic Search,1603,1408,9,5288.4
2025-07-07,Unassigned,1601,1357,21,10316.57
2025-02-20,Paid Search,1599,1346,28,18206.350000000002
2025-06-09,Organic Search,1598,1369,36,16494.379999999997
2025-05-04,Direct,1597,1417,46,23707.529999999995
2025-02-07,Paid Search,1596,1348,27,17068.15
2025-01-09,Cross-network,1595,1331,9,9242.1
2025-08-03,Cross-network,1594,1512,7,6318.35
2025-07-09,Unassigned,1593,1372,16,7949.350000000001
2025-08-13,Unassigned,1593,1407,48,29843.000000000004
2025-01-10,Cross-network,1592,1316,5,2358.35
2025-05-21,Organic Search,1592,1365,17,14236.039999999999
2025-01-20,Affiliates,1590,1526,4,1087.58
2025-02-16,Paid Search,1588,1336,35,32745.64999999999
2025-02-19,Organic Search,1588,1342,15,5994.350000000001
2025-04-16,Organic Search,1588,1393,7,6542.0199999999995
2025-05-07,Unassigned,1588,1321,21,10241.980000000001
2025-09-12,Paid Other,1588,770,0,0.0
2025-06-10,Unassigned,1585,1333,23,27376.730000000003
2025-08-26,Organic Search,1585,1370,19,12653.348683
2025-03-23,Organic Social,1583,1505,27,11580.929999999997
2025-10-13,Unassigned,1583,1456,16,10223.470874999999
2025-03-27,Organic Search,1582,1357,17,9098.49
2025-04-10,Organic Search,1580,1358,14,8829.489999999998
2025-05-08,Direct,1580,1403,17,8494.75
2025-05-14,Direct,1580,1414,16,9282.369999999999
2025-01-11,Paid Shopping,1579,1464,0,0.0
2025-02-08,Paid Search,1579,1356,28,20093.269999999997
2025-09-07,Cross-network,1579,1519,3,965.95
2025-10-23,Organic Search,1579,1395,12,8866.854863
2025-04-28,Unassigned,1578,1374,35,24171.19
2025-05-24,Affiliates,1576,1505,18,6131.089999999999
2025-09-19,Unassigned,1576,1432,13,7319.450000000001
2025-04-17,Organic Search,1575,1370,7,5337.51
2025-10-21,Unassigned,1575,1447,17,10938.208527
